from	to	eweight	consensus_lin	Team Name	Section	Sample Location	Plant Scientific Name	Plant Common Name	Date of collection	Time of collection	Elevation	Type of Biom	Soil Characterization	Longitude	Latitude	pH  Litmus Strip	pH meter CALeDNA	Amount of Leaf Litter	Soil Temperature (Celsius)	Moisture content (%)	Nitrogen content	Potassium content	Phosphate content
S18.K0147C2	Actinobacteria;Thermoleophilia;Solirubrobacterales;Parviterribacteraceae;Parviterribacter;Parviterribacter multiflagellatus	39.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Actinobacteria;Thermoleophilia;Solirubrobacterales;Parviterribacteraceae;Parviterribacter;Parviterribacter sp.	1.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Actinobacteria;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;Patulibacter;Patulibacter sp.	1.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;	192.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;Solirubrobacter pauli	8.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;Solirubrobacter sp. R110(2010)	1.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;Solirubrobacter sp. URHE0046	1.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Armatimonadetes;Armatimonadia;Armatimonadales;Armatimonadaceae;Armatimonas;Armatimonas rosea	28.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Armatimonadetes;Chthonomonadetes;Chthonomonadales;Chthonomonadaceae;Chthonomonas;Chthonomonas calidirosea	71.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium aurantiogriseum	1.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium restrictum	10.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Ascomycota;Eurotiomycetes;NA;;NA;	1.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;benzene mineralizing consortium clone SB-5	3.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Bacteroidia;Bacteroidales;Lentimicrobiaceae;Lentimicrobium;Lentimicrobium saccharophilum	1.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Sunxiuqinia;Sunxiuqinia sp.	1.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Bacteroidia;NA;;NA;	1.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga sancti	8.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga sp. R153-1	4.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flaviaesturariibacter;	3.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flaviaesturariibacter;Flaviaesturariibacter luteus	1.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;	211.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter ginsenosidimutans	1.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter sp. BS3-3-4	17.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter sp. Gsoil 439	7.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter sp. MDT2-37	7.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavosolibacter sp. HU1-JC5	6.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavitalea;	2.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavitalea;Flavitalea sp.	2.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;NA;	276.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Niastella;	1.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Panacibacter;Panacibacter sp.	2.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Rurimicrobium;Rurimicrobium arvi	2.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Sediminibacterium;	3.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Sediminibacterium;Sediminibacterium sp. PYM5-6	1.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;	48.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter aerophilus	286.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter koreensis	438.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter sp. A37C11	8.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Taibaiella;	5.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Terrimonas;	16.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Terrimonas;Terrimonas ferruginea	13.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;NA;	3.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter;	104.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter;Adhaeribacter aerophilus	10.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter;Adhaeribacter aquaticus	31.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter;Adhaeribacter sp.	1.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;	10.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter sp.	1.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter sp. 29F	4.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter sp. S1-2-2-6	1.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;NA;	6.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Cytophagia;Cytophagales;NA;;	4.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Owenweeksia;Owenweeksia sp. MEBiC09403	1.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Flavobacteriia;Flavobacteriales;NA;NA;Flavobacteriales bacterium DG1510	1.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;NA;;NA;;	13.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;	9.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter sp. M1Ju16	3.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter sp. M47C4	4.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;NA;	42.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;	34.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter sp. ANJC1	1.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter sp. DAB_ATA155	7.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter sp. DAB_ATA90	4.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter sp. M67C6a	7.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter sp. OF22-4	2.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter sp. UAPS0126	67.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium sp. P-38	8.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Basidiomycota;Agaricomycetes;Agaricales;NA;;	71.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Basidiomycota;Agaricomycetes;Agaricales;Pleurotaceae;Pleurotus;Pleurotus eryngii	1.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Basidiomycota;Agaricomycetes;Agaricales;Pleurotaceae;Pleurotus;Pleurotus nebrodensis	2.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Candidatus Melainabacteria;NA;NA;NA;Vampirovibrio;Vampirovibrio chlorellavorus	3.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Brevefilum;Brevefilum fermentans	1.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Leptolinea;Leptolinea sp. enrichment culture clone Y223	1.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Longilinea;Longilinea arvoryzae	3.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;	18.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;Anaerolineaceae bacterium enrichment culture	36.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;Anaerolineaceae bacterium enrichment culture clone L35B_120	2.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Ornatilinea;Ornatilinea apprima	8.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermanaerothrix;Thermanaerothrix daxensis	1.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermomarinilinea;Thermomarinilinea lacunifontana	22.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Chloroflexi;Anaerolineae;NA;;NA;	8.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Chloroflexi;Anaerolineae;NA;NA;NA;anaerobic bacterium MO-CFX2	17.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea;	5.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Litorilinea;Litorilinea aerophila	5.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;Chloroflexus;Chloroflexus sp. MS-G	1.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;Chloroflexus;Chloroflexus sp. WC3-1	2.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;NA;	3.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;NA;Chloroflexaceae bacterium enrichment culture clone ENRICH_SalF	14.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
S18.K0147C2	Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;NA;Chloroflexaceae bacterium enrichment culture clone ENRICH_SisoF2	1.0		BBB	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	11:45	372	Chaparral	Unburned	34.0987	-118.47	5.2	7	N/A	23	5.60%	Low	Low	Medium
