otu name	16rRNA	Percent Homology	evalue	bitscore	homology extract gibbsfree_otu/gibbsfree_homolog	total length gibbsfree_otu/otu_lenth/gibbsfree_homolog/homolog_length	BAF15	MWPF15	RKF15	BSGF15	WRF15	GNF15	MMF15	
OTU_1853	uncultured verrucomicrobium sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__verrucomicrobium;s__verrucomicrobium spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	95.9349593495935	1.49688161289221e-108	396.22407162851			0	1	1	0	0	3	0	
OTU_1854	uncultured caulobacter sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__caulobacterales;f__caulobacteraceae;g__caulobacter;s__caulobacter spp.;superkingdom__bacteria	98.4905660377358	5.82699646502936e-127	457.538610866291			3	7	4	3	20	22	4	
OTU_1855	uncultured dongia sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillaceae;g__dongia;s__dongia spp.;superkingdom__bacteria	98.0988593155894	5.32106417135077e-121	437.701554054068			1	0	2	0	0	0	3	
OTU_1856	flavisolibacter sp. lx12 ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__flavisolibacter;s__flavisolibacter sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.8636363636364	1.65555025153063e-127	459.341979667403			4	3	5	3	3	8	2	
OTU_1857	uncultured anaeromyxobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__anaeromyxobacteraceae;g__anaeromyxobacter;s__anaeromyxobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__cystobacterineae	92.9889298892989	1.13056002890659e-110	403.437546832955			0	0	3	0	0	2	0	
OTU_1858	thioprofundum lithotrophicum ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__chromatiales;f__thioalkalispiraceae;g__thioprofundum;s__thioprofundum lithotrophicum;superkingdom__bacteria	96.6789667896679	3.03103581025806e-124	448.521766860735			0	0	0	0	0	0	5	
OTU_1859	uncultured acidisphaera sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__acetobacteraceae;g__acidisphaera;s__acidisphaera spp.;superkingdom__bacteria	95.5719557195572	2.32058877905233e-119	432.291447650734			0	1	0	1	3	0	0	
OTU_1860	uncultured pedosphaera sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobia subdivision 3;g__pedosphaera;s__pedosphaera spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	93.3579335793358	2.65882234347874e-112	408.847653236289			1	1	1	0	0	0	3	
OTU_1861	uncultured sphaerobacter sp. ;k__bacteria;p__chloroflexi;c__thermomicrobia;o__sphaerobacterales;f__sphaerobacteraceae;g__sphaerobacter;s__sphaerobacter spp.;superkingdom__bacteria;subclass  sphaerobacteridae;suborder__sphaerobacterineae	94.8339483394834	9.90850872031869e-118	426.881341247401			0	0	0	1	4	0	0	
OTU_1862	uncultured sphingomonas sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sphingomonas;s__sphingomonas spp.;superkingdom__bacteria	97.0479704797048	7.12831298661118e-126	453.931873264069			5	0	0	0	0	0	0	
OTU_1863	altererythrobacter aestuarii ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__erythrobacteraceae;g__altererythrobacter;s__altererythrobacter aestuarii;superkingdom__bacteria	95.2029520295203	9.86739457625097e-118	426.881341247401			0	0	2	0	3	0	0	
OTU_1864	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	91.9354838709677	4.6683075881169e-096	354.746589202953			0	0	0	0	0	0	5	
OTU_1865	uncultured rhodopseudomonas sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__rhodopseudomonas;s__rhodopseudomonas spp.;superkingdom__bacteria	95.8955223880597	6.67630065974835e-120	434.094816451846			0	1	0	0	0	1	4	
OTU_1866	uncultured cupriavidus sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__cupriavidus;s__cupriavidus spp.;superkingdom__bacteria	97.4169741697417	5.85127561696698e-127	457.538610866291			1	0	0	0	0	0	5	
OTU_1867	uncultured solitalea sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__solitalea;s__solitalea spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	91.1764705882353	1.2953206264057e-103	379.99375241851			0	0	5	0	0	0	0	
OTU_1868	uncultured thiorhodospira sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__chromatiales;f__ectothiorhodospiraceae;g__thiorhodospira;s__thiorhodospira spp.;superkingdom__bacteria	96.6789667896679	3.03103581025806e-124	448.521766860735			7	1	5	0	0	3	4	
OTU_1869	uncultured sphaerobacter sp. ;k__bacteria;p__chloroflexi;c__thermomicrobia;o__sphaerobacterales;f__sphaerobacteraceae;g__sphaerobacter;s__sphaerobacter spp.;superkingdom__bacteria;subclass  sphaerobacteridae;suborder__sphaerobacterineae	87.0848708487085	7.11128568190045e-088	327.696057186285			2	0	3	0	0	0	1	
OTU_1870	uncultured ralstonia sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__ralstonia;s__ralstonia spp.;superkingdom__bacteria	87.9032258064516	1.42278145836777e-083	313.269106777395			5	0	0	0	0	0	0	
OTU_1871	uncultured ferrithrix sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__acidimicrobiales;f__acidimicrobiaceae;g__ferrithrix;s__ferrithrix spp.;superkingdom__bacteria;subclass  acidimicrobidae;suborder__acidimicrobineae	95.9558823529412	5.48024130468178e-121	437.701554054068			0	1	3	1	0	0	0	
OTU_1872	uncultured niastella sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__niastella;s__niastella spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	94.9790794979079	3.904597786117e-103	378.190383617398			0	3	0	6	3	0	0	
OTU_1873	uncultured thermomonas sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__thermomonas;s__thermomonas spp.;superkingdom__bacteria	95.9558823529412	5.50298089515764e-121	437.701554054068			0	0	0	0	0	5	2	
OTU_1874	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	97.8102189781022	4.86280813426955e-128	461.145348468514			0	6	0	2	5	1	0	
OTU_1875	uncultured rhodopirellula sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__rhodopirellula;s__rhodopirellula spp.;superkingdom__bacteria	95.9409594095941	1.57011542174268e-121	439.504922855179			1	0	2	1	0	1	0	
OTU_1876	uncultured blastopirellula sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__blastopirellula;s__blastopirellula spp.;superkingdom__bacteria	94.4649446494465	5.11143693656084e-115	417.864497241845			0	0	0	2	0	1	2	
OTU_1877	uncultured holophaga sp. ;k__bacteria;p__acidobacteria;c__holophagae;o__holophagales;f__holophagaceae;g__holophaga;s__holophaga spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	96.0159362549801	5.39473443464262e-108	394.420702827399			0	0	4	0	0	0	0	
OTU_1878	sphingobacteria bacterium ryg ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagales;g__chryseolinea;s__sphingobacteria bacterium;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.2619926199262	5.12820319074768e-134	480.982405280737			0	0	1	0	0	0	4	
OTU_1879	uncultured sphaerobacter sp. ;k__bacteria;p__chloroflexi;c__thermomicrobia;o__sphaerobacterales;f__sphaerobacteraceae;g__sphaerobacter;s__sphaerobacter spp.;superkingdom__bacteria;subclass  sphaerobacteridae;suborder__sphaerobacterineae	87.8228782287823	1.67938248582146e-089	333.106163589618			0	0	0	2	0	3	0	
OTU_1880	chitinophaga pinensis ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__chitinophaga;s__chitinophaga pinensis;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	94.4649446494465	1.7766331797727e-114	416.061128440734			0	0	1	0	0	3	1	
OTU_1881	uncultured plesiocystis sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__nannocystaceae;g__plesiocystis;s__plesiocystis spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__nannocystineae	95.6175298804781	1.53865505325199e-108	396.22407162851			0	1	4	0	0	0	0	
OTU_1882	uncultured levilinea sp. ;k__bacteria;p__chloroflexi;c__anaerolineae;o__anaerolineales;f__anaerolineaceae;g__levilinea;s__levilinea spp.;superkingdom__bacteria	93.8697318007663	1.5943529737317e-108	396.22407162851			22	17	33	1	2	4	3	
OTU_1883	uncultured methylosinus sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylocystaceae;g__methylosinus;s__methylosinus spp.;superkingdom__bacteria	94.3181818181818	3.14502671835315e-111	405.240915634066			5	0	1	0	0	0	0	
OTU_1884	uncultured gemmata sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__gemmata;s__gemmata spp.;superkingdom__bacteria	89.6678966789668	9.91726410927806e-099	363.763433208509			0	1	0	0	0	5	0	
OTU_1885	mucilaginibacter sp. ttm_2 ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__mucilaginibacter;s__mucilaginibacter sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.1869918699187	1.71436974061631e-120	435.898185252957			1	0	0	0	2	0	2	
OTU_1886	uncultured nitrosospira sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__nitrosomonadales;f__nitrosomonadaceae;g__nitrosospira;s__nitrosospira spp.;superkingdom__bacteria	97.0479704797048	8.64802953454554e-125	450.325135661847			3	6	3	3	1	3	8	
OTU_1887	uncultured paracoccus sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__rhodobacteraceae;g__paracoccus;s__paracoccus spp.;superkingdom__bacteria	97.0479704797048	8.64802953454554e-125	450.325135661847			2	0	1	0	0	0	2	
OTU_1888	uncultured geobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__geobacteraceae;g__geobacter;s__geobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	94.4	2.27323369180542e-106	389.010596424066			1	0	2	0	0	2	2	
OTU_1889	uncultured phycisphaera sp. ;k__bacteria;p__planctomycetes;c__phycisphaerae;o__phycisphaerales;f__phycisphaeraceae;g__phycisphaera;s__phycisphaera spp.;superkingdom__bacteria	87.0229007633588	2.23751570684418e-081	306.05563157295			0	5	0	0	0	0	0	
OTU_1890	uncultured pirellula sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__pirellula;s__pirellula spp.;superkingdom__bacteria	95.5719557195572	1.91279216429875e-120	435.898185252957			0	0	0	0	3	0	0	
OTU_1891	uncultured actinoplanes sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micromonosporaceae;g__actinoplanes;s__actinoplanes spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__micromonosporineae	99.2619926199262	6.24743044005439e-133	477.375667678515			4	0	0	0	0	1	0	
OTU_1892	uncultured pelobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__pelobacteraceae;g__pelobacter;s__pelobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	96.6789667896679	3.67723572977376e-123	444.915029258513			3	0	0	0	0	0	4	
OTU_1893	uncultured rubrobacter sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__rubrobacterales;f__rubrobacteraceae;g__rubrobacter;s__rubrobacter spp.;superkingdom__bacteria;subclass  rubrobacteridae;suborder__rubrobacterineae	87.0848708487085	5.8616208322717e-089	331.302794788507			0	0	0	0	5	0	0	
OTU_1894	uncultured azospirillum sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillaceae;g__azospirillum;s__azospirillum spp.;superkingdom__bacteria	98.8970588235294	7.61092836058777e-132	473.768930076292			0	3	0	0	0	1	1	
OTU_1895	deinococcus sp. amhqh187 ;k__bacteria;p__deinococcus_thermus;c__deinococci;o__deinococcales;f__deinococcaceae;g__deinococcus;s__deinococcus sp.;superkingdom__bacteria	98.5239852398524	3.90984017062878e-129	464.752086070736			0	0	0	0	5	0	0	
OTU_1896	uncultured candidatus solibacter sp. ;k__bacteria;p__acidobacteria;c__solibacteres;o__solibacterales;f__solibacteraceae;g__candidatus solibacter;s__uncultured candidatus solibacter sp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	98.8505747126437	5.60848409759076e-127	457.538610866291			2	0	1	0	1	0	1	
OTU_1897	eubacterium sp. 11_14 ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__eubacteriaceae;g__eubacterium;s__eubacterium sp.;superkingdom__bacteria	98.5239852398524	2.65647502031241e-131	471.965561275181			1	2	0	0	1	0	1	
OTU_1898	uncultured moorella sp. ;k__bacteria;p__firmicutes;c__clostridia;o__thermoanaerobacterales;f__thermoanaerobacteraceae;g__moorella;s__moorella spp.;superkingdom__bacteria	93.6254980079681	5.00713041561542e-102	374.583646015176			0	3	0	0	0	0	2	
OTU_1899	uncultured acidisphaera sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__acetobacteraceae;g__acidisphaera;s__acidisphaera spp.;superkingdom__bacteria	97.4137931034483	1.71331243916622e-107	392.617334026288			0	1	2	0	0	3	0	
OTU_1900	uncultured verrucomicrobium sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__verrucomicrobium;s__verrucomicrobium spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	96.1389961389961	1.14699873903207e-116	423.274603645179			0	5	0	2	0	0	0	
OTU_1901	uncultured pelobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__pelobacteraceae;g__pelobacter;s__pelobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	97.0212765957447	9.00698773817523e-105	383.600490020732			0	0	0	2	3	1	0	
OTU_1902	pirellula sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__pirellula;s__pirellula sp.;superkingdom__bacteria	97.7611940298508	5.82699646502936e-127	457.538610866291			0	0	0	0	0	5	0	
OTU_1903	fimbriimonas ginsengisoli gsoil 348 ;k__bacteria;p__armatimonadetes;c__armatimonadetes;o__armatimonadetes;f__armatimonadetes;g__fimbriimonas;s__fimbriimonas ginsengisoli;superkingdom__bacteria	92.9889298892989	1.37158911777931e-109	399.830809230733			0	0	0	0	5	0	0	
OTU_1904	uncultured clostridium sp. ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__clostridiaceae;g__clostridium;s__clostridium spp.;superkingdom__bacteria	96.652719665272	2.13890624638055e-106	389.010596424066			0	0	1	0	0	0	3	
OTU_1905	uncultured verrucomicrobium sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__verrucomicrobium;s__verrucomicrobium spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	91.0780669144982	5.41680472234759e-102	374.583646015176			0	0	0	0	0	0	5	
OTU_1906	uncultured holophaga sp. ;k__bacteria;p__acidobacteria;c__holophagae;o__holophagales;f__holophagaceae;g__holophaga;s__holophaga spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	96.6804979253112	1.80661163139805e-107	392.617334026288			0	2	2	0	1	1	1	
OTU_1907	uncultured pseudonocardia sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__pseudonocardiaceae;g__pseudonocardia;s__pseudonocardia spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__pseudonocardineae	99.2647058823529	1.4753513064247e-134	482.785774081848			19	7	4	13	1	7	1	
OTU_1908	uncultured maricaulis sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__hyphomonadaceae;g__maricaulis;s__maricaulis spp.;superkingdom__bacteria	92.3076923076923	2.04410048435178e-107	392.617334026288			1	0	0	0	0	2	2	
OTU_1909	uncultured gaiella sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__gaiellales;f__gaiellaceae;g__gaiella;s__gaiella spp.;superkingdom__bacteria;subclass  rubrobacteridae	84.469696969697	5.12047409684635e-077	291.628681164061			0	0	0	2	3	0	0	
OTU_1910	phycicoccus sp. thg_a14 ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__intrasporangiaceae;g__phycicoccus;s__phycicoccus sp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	98.7654320987654	5.50052104889828e-114	414.257759639622			0	0	2	0	2	0	0	
OTU_1911	blastomonas natatoria ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__blastomonas;s__blastomonas natatoria;superkingdom__bacteria	100	3.99447960124629e-122	441.308291656291			4	0	0	0	0	0	3	
OTU_1912	uncultured gluconobacter sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__acetobacteraceae;g__gluconobacter;s__gluconobacter spp.;superkingdom__bacteria	93.3054393305439	1.27031252776519e-096	356.549958004064			1	0	0	0	0	2	2	
OTU_1913	acidiphilium sp. py_h3 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__acetobacteraceae;g__acidiphilium;s__acidiphilium sp.;superkingdom__bacteria	95.5719557195572	2.81527647911393e-118	428.684710048512			0	0	0	1	4	1	0	
OTU_1914	uncultured niastella sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__niastella;s__niastella spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	96.309963099631	6.59319318265604e-120	434.094816451846			0	0	1	0	0	0	3	
OTU_1915	uncultured bacillus sp. ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__bacillus;s__bacillus spp.;superkingdom__bacteria	92.2131147540984	4.5617252230914e-096	354.746589202953			5	0	0	0	0	0	0	
OTU_1916	uncultured thermoanaerobacter sp. ;k__bacteria;p__firmicutes;c__clostridia;o__thermoanaerobacterales;f__thermoanaerobacteraceae;g__thermoanaerobacter;s__thermoanaerobacter spp.;superkingdom__bacteria	89.6296296296296	3.46146529411078e-098	361.960064407398			1	0	0	0	0	0	5	
OTU_1917	uncultured fluviicola sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__cryomorphaceae;g__fluviicola;s__fluviicola spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	92.8030303030303	7.0754033338028e-107	390.813965225177			0	0	4	0	0	1	0	
OTU_1918	uncultured byssovorax sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__polyangiaceae;g__byssovorax;s__byssovorax spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__sorangiineae	97.489539748954	2.80901959032396e-111	405.240915634066			0	2	1	1	0	0	1	
OTU_1919	uncultured zavarzinella sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__zavarzinella;s__zavarzinella spp.;superkingdom__bacteria	91.5129151291513	4.46506636785628e-103	378.190383617398			0	5	0	0	0	0	0	
OTU_1920	uncultured cytophaga sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__cytophaga;s__cytophaga spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	93.3579335793358	2.65882234347874e-112	408.847653236289			0	0	0	5	0	0	0	
OTU_1921	modestobacter sp. r_36506 ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__geodermatophilaceae;g__modestobacter;s__modestobacter sp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__frankineae	96.6666666666667	1.55708541824274e-121	439.504922855179			2	1	0	0	2	3	1	
OTU_1922	uncultured burkholderia sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__burkholderia;s__burkholderia spp.;superkingdom__bacteria	96.969696969697	4.44245862194681e-122	441.308291656291			0	0	5	0	0	0	5	
OTU_1923	uncultured rhodoplanes sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__hyphomicrobiaceae;g__rhodoplanes;s__rhodoplanes spp.;superkingdom__bacteria	98.4848484848485	1.63468197104915e-127	459.341979667403			4	2	1	0	0	9	0	
OTU_1924	uncultured zavarzinella sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__zavarzinella;s__zavarzinella spp.;superkingdom__bacteria	94.4649446494465	4.21320511795008e-116	421.471234844067			0	1	0	4	0	0	0	
OTU_1925	uncultured holophaga sp. ;k__bacteria;p__acidobacteria;c__holophagae;o__holophagales;f__holophagaceae;g__holophaga;s__holophaga spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	97.7859778597786	2.02534735078916e-126	455.73524206518			5	0	0	0	0	0	1	
OTU_1926	acinetobacter radioresistens ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__moraxellaceae;g__acinetobacter;s__acinetobacter radioresistens;superkingdom__bacteria	92.619926199262	1.37730407243672e-109	399.830809230733			0	0	3	0	0	0	2	
OTU_1927	uncultured zavarzinella sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__zavarzinella;s__zavarzinella spp.;superkingdom__bacteria	95.9409594095941	5.43476212373006e-121	437.701554054068			0	7	0	0	0	0	0	
OTU_1928	uncultured holophaga sp. ;k__bacteria;p__acidobacteria;c__holophagae;o__holophagales;f__holophagaceae;g__holophaga;s__holophaga spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	89.6678966789668	9.91726410927806e-099	363.763433208509			0	0	0	0	0	3	2	
OTU_1929	uncultured steroidobacter sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__sinobacteraceae;g__steroidobacter;s__steroidobacter spp.;superkingdom__bacteria	99.2619926199262	5.12820319074768e-134	480.982405280737			0	0	1	0	0	4	0	
OTU_1930	uncultured pirellula sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__pirellula;s__pirellula spp.;superkingdom__bacteria	90.1574803149606	3.63815539014157e-091	338.516269992952			0	3	0	0	0	6	0	
OTU_1931	pedobacter sp. r090n ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__pedobacter;s__pedobacter sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.12734082397	1.99992458069558e-126	455.73524206518			0	0	1	2	1	2	1	
OTU_1932	uncultured frankia sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__frankiaceae;g__frankia;s__frankia spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__frankineae	96.6666666666667	6.51008570556374e-120	434.094816451846			19	0	2	0	0	0	0	
OTU_1933	uncultured pelobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__pelobacteraceae;g__pelobacter;s__pelobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	94.5255474452555	6.20105910701268e-114	414.257759639622			0	4	0	0	0	1	0	
OTU_1934	uncultured pelobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__pelobacteraceae;g__pelobacter;s__pelobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	97.265625	8.13339924672249e-119	430.488078849623			0	0	0	0	0	5	0	
OTU_1935	uncultured pelobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__pelobacteraceae;g__pelobacter;s__pelobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	96.7032967032967	1.57011542174268e-121	439.504922855179			1	1	4	0	0	3	4	
OTU_1936	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	98.876404494382	3.22282066971442e-130	468.358823672959			0	0	4	1	0	0	0	
OTU_1937	uncultured levilinea sp. ;k__bacteria;p__chloroflexi;c__anaerolineae;o__anaerolineales;f__anaerolineaceae;g__levilinea;s__levilinea spp.;superkingdom__bacteria	95.9409594095941	1.57011542174268e-121	439.504922855179			0	0	2	0	0	3	2	
OTU_1938	uncultured sphingobium sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sphingobium;s__sphingobium spp.;superkingdom__bacteria	96.7479674796748	5.15172837902808e-108	394.420702827399			1	1	0	2	2	2	0	
OTU_1939	uncultured rubrivivax sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiales;g__rubrivivax;s__rubrivivax spp.;superkingdom__bacteria	97.3684210526316	4.5746964251759e-102	374.583646015176			5	0	0	0	0	0	11	
OTU_1940	gq260079.1 kineococcus radiotolerans str. icirc151  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__kineosporiaceae;g__kineococcus;s__kineococcus radiotolerans;superkingdom__bacteria;subclass  actinobacteridae;suborder__kineosporiineae	98.5239852398524	3.22282066971442e-130	468.358823672959			0	0	0	2	3	0	0	
OTU_1941	uncultured pedobacter sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__pedobacter;s__pedobacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	97.9508196721311	5.11143693656084e-115	417.864497241845			0	1	4	0	0	0	0	
OTU_1942	uncultured gemmatimonas sp. ;k__bacteria;p__gemmatimonadetes;c__gemmatimonadetes;o__gemmatimonadales;f__gemmatimonadaceae;g__gemmatimonas;s__gemmatimonas spp.;superkingdom__bacteria	96.028880866426	8.90026372930312e-125	450.325135661847			0	3	0	0	0	3	6	
OTU_1943	uncultured holophaga sp. ;k__bacteria;p__acidobacteria;c__holophagae;o__holophagales;f__holophagaceae;g__holophaga;s__holophaga spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	92.6923076923077	1.27391036811801e-103	379.99375241851			1	1	3	0	0	0	0	
