Gene(KO)	Gene Description	S18.K0010A2	S18.K0011C1	S18.K0011C2	S18.K0033C1	S18.K0033C2	S18.K0145B1	S18.K0147C2	S18.K0148A1	S18.K0154C1	S18.K0154C2	S18.K0191C1	S18.K0192B2	S18.K0192C1	S18.K0195C1
K10558	"lsrA, ego; AI-2 transport system ATP-binding protein"	0	0	0	0	0.5	0.375	0	0	0	0.083333333	0	0.892857143	0	0
K10559	rhaS; rhamnose transport system substrate-binding protein	53.175	197.1325397	47.23055556	101.3083333	13.96785714	43.59246032	53.96150794	59.31944444	112.9694444	138.575	72.45	43.62063492	80.82420635	143.9427778
K10560	rhaP; rhamnose transport system permease protein	50.65	183.065873	45.37222222	83.70833333	11.02619048	36.06746032	53.16150794	53.98611111	102.8861111	125.675	76.09722222	37.79563492	83.38253968	123.9927778
K10561	rhaQ; rhamnose transport system permease protein	48.175	173.6992063	41.06388889	79.30833333	12.88452381	40.59246032	48.96150794	51.98611111	99.35277778	122.075	64.7	38.28730159	75.99087302	121.6094444
K10562	rhaT; rhamnose transport system ATP-binding protein EC:3.6.3.17	232.175	194.2825397	184.0638889	213.475	234.8845238	233.9257937	110.4615079	58.31944444	178.6027778	151.4916667	425.95	471.4539683	388.990873	175.9427778
K10563	"mutM, fpg; formamidopyrimidine-DNA glycosylase EC:3.2.2.23 4.2.99.18"	836.1056638	1113.771068	678.6465729	959.1349567	722.6162698	964.1655844	514.912963	842.0325397	1195.297926	1288.411941	1726.151046	1667.101209	1839.480538	1144.490931
K10564	motC; chemotaxis protein MotC	28.94545455	56.27424242	30.15530303	51.08560606	20.20833333	55.63939394	23.59090909	6.315151515	43.65227273	61.00833333	55.51742424	32.66287879	78.90454545	77.95363636
K10565	motD; chemotaxis protein MotD	27.75	46.96666667	30.38333333	50.05833333	15.68333333	36.04166667	22.08333333	6.15	36.46666667	49.71666667	43.36666667	29.48333333	74.05	71.63166667
K10566	oxdB; phenylacetaldoxime dehydratase EC:4.99.1.7	1.375	0.125	0	0.875	0	0	6.25	1.125	4.25	0.375	1	0	3.125	1.375
K10619	"cmtAb; p-cumate 2,3-dioxygenase subunit alpha EC:1.14.12.25"	6.111111111	12.125	7.083333333	9.166666667	2.75	2.166666667	6	2.194444444	11.33333333	9.416666667	15.90277778	7.611111111	34.08333333	9.166666667
K10620	"cmtB; 2,3-dihydroxy-2,3-dihydro-p-cumate dehydrogenase EC:1.3.1.58"	6	11.625	6.25	9	2.75	2	6	1.416666667	10.33333333	8.25	15.125	7.5	33.75	7
K10621	"cmtC, dhbA; 2,3-dihydroxy-p-cumate/2,3-dihydroxybenzoate 3,4-dioxygenase EC:1.13.11.- 1.13.11.14"	72.04166667	220.075	39.29166667	48.03333333	22.08333333	58.11111111	31.08333333	394.3742424	318.4916667	229.5555556	87.56111111	63.05555556	103.5694444	147.5722222
K10622	"cmtD, dhbB; HCOMODA/2-hydroxy-3-carboxy-muconic semialdehyde decarboxylase EC:4.1.1.-"	78.375	211.7833333	40.04166667	57.03333333	21	37.36111111	57.66666667	391.95	323.0888889	241.8055556	116.5861111	64.5	149.3472222	159.3222222
K10623	cmtE; HOMODA hydrolase EC:3.7.1.-	0	0	0	0	0	0	0	0	0.166666667	0	0	0	0	0
K10670	grdA; glycine/sarcosine/betaine reductase complex component A EC:1.21.4.2 1.21.4.3 1.21.4.4	0.166666667	0	0	0	0	0	0	0	0	0	1.636363636	0	0	0
K10671	grdE; glycine reductase complex component B subunit alpha and beta EC:1.21.4.2	0.166666667	0	0	0	0	0	0	0	0	0	0.272727273	0	0	0
K10672	grdB; glycine reductase complex component B subunit gamma EC:1.21.4.2	0.166666667	0	0	0	0	0	0	0	0	0	0.545454545	0	0	0
K10673	"strA; streptomycin 3""-kinase EC:2.7.1.87"	0.785714286	1	0.5	2.5	1.404761905	10.5	1	6	1.285714286	1.388888889	2.083333333	2.333333333	0.5	4.723809524
K10674	ectD; ectoine hydroxylase EC:1.14.11.55	41.7734127	112.8130952	33.79404762	73.42896825	38.92142857	86.20833333	39.475	25.58376623	51.85376984	91.50833333	94.56071429	90.84583333	99.83809524	125.5789683
K10676	"tfdB; 2,4-dichlorophenol 6-monooxygenase EC:1.14.13.20"	19.34027778	58.11111111	16.33888889	37.42638889	12.025	25.84166667	33.96805556	4.223611111	30.44166667	48.68333333	47.72083333	28.99722222	84.33333333	35.31309524
K10677	E4.2.2.17; inulin fructotransferase (DFA-I-forming) EC:4.2.2.17	3.1	9.816666667	3.783333333	7.3	1.75	1.5	4.266666667	6.4	11.88333333	8.833333333	4.7	1.95	5.983333333	12.3
K10678	nfsA; nitroreductase EC:1.-.-.-	0	2.083333333	0	0	1.05	0.375	0	0.464285714	0.607142857	1.714285714	0.142857143	0.970238095	0.321428571	0.892857143
K10679	"nfnB, nfsB; nitroreductase / dihydropteridine reductase EC:1.-.-.- 1.5.1.34"	24.72222222	113.5444444	8.208333333	18.18055556	7.469047619	10.83452381	8.025	53.96309524	62.43412698	69.76904762	11.15277778	13.73571429	10.97916667	43.25595238
K10680	nemA; N-ethylmaleimide reductase EC:1.-.-.-	379.96829	567.8011905	299.1416667	460.3659091	411.3369048	586.5964286	209.532215	175.9333333	424.7452742	687.7912698	798.735101	908.7730519	759.5404762	637.9428968
K10681	"saeS; two-component system, OmpR family, sensor histidine kinase SaeS EC:2.7.13.3"	0.111111111	0	0	0	0	0.083333333	0	0.527777778	0	0	0	0.083333333	0	0.083333333
K10697	"rpaA; two-component system, OmpR family, response regulator RpaA"	0	0	0	0	0.25	0	0	0	0	0	0	0.25	0	0
K10700	ebdA; ethylbenzene hydroxylase subunit alpha EC:1.17.99.2	0.125	0	0	0.125	0	0.5	0.125	0	0	0	0.125	0.125	0.25	0
K10701	apc; acetophenone carboxylase EC:6.4.1.8	0.625	0	0	0.625	0	2.5	0.625	0	0	0	0.625	0.625	1.25	0
K10702	"todF; 2-hydroxy-6-oxohepta-2,4-dienoate hydroxylase EC:3.7.1.-"	0	0	0	0.333333333	0	0	0	0	0	0	1	0	0	0.333333333
K10708	frlB; fructoselysine 6-phosphate deglycase EC:3.5.-.-	0.681818182	4.357142857	1	0.757575758	1	1.055555556	0.744588745	0.583766234	1.902453102	2.952380952	2.221212121	1.302020202	2.083333333	2.713095238
K10709	frlC; fructoselysine 3-epimerase EC:5.1.3.41	0.366666667	1.957142857	0.5	0.5	0.7	2	0.876623377	1.21038961	3.45007215	0.957142857	2.571428571	0.911111111	0.271428571	3.688051948
K10710	frlD; fructoselysine 6-kinase EC:2.7.1.218	0.457575758	3.79047619	1.9	1.783333333	2.9	6.6	1.386580087	1.569480519	4.709163059	4.04047619	5.293650794	2.211111111	2.188095238	7.622142857
K10711	"frlR; GntR family transcriptional regulator, frlABCD operon transcriptional regulator"	0.181818182	1.773809524	0	0.090909091	0	0	1.149350649	0.869480519	3.561183261	1.357142857	0.525974026	0.913131313	1.321428571	1.207142857
K10713	"fae; 5,6,7,8-tetrahydromethanopterin hydro-lyase EC:4.2.1.147"	25.80656566	55.45955988	19.56919192	42.19116162	11.03452381	39.99852092	14.56035354	5.598484848	50.10227273	59.77777778	52.7729798	35.41367244	65.27041847	48.04141414
K10714	mtdB; methylene-tetrahydromethanopterin dehydrogenase EC:1.5.1.-	20.23989899	30.95678211	13.4719697	32.44393939	11.05119048	36.86796537	11.27979798	3.987373737	30.29116162	38.6	45.41742424	27.63351371	40.96208514	32.74419192
K10715	"rpfC; two-component system, sensor histidine kinase RpfC EC:2.7.13.3"	3.25	2.416666667	1	10.25	2.5	10.85	3	0	1.25	6.75	3.25	17.35	13.58333333	5.75
K10716	"kch, trkA, mthK, pch; voltage-gated potassium channel"	931.6795274	861.3537157	814.3402597	780.7999098	754.0412698	693.1516234	361.4724327	787.0202561	1114.5068	1030.116703	1607.358965	1684.090043	1459.222745	972.4724897
K10725	cdc6A; archaeal cell division control protein 6	78	3.5	98.5	13	71.5	8.5	30.5	0	31	25.5	85	129.5	54.5	8
K10726	"mcm, cdc21; replicative DNA helicase Mcm EC:3.6.4.-"	156	7	190	12	122	17	20.5	0	62	51	170	224	82	16
K10742	DNA2; DNA replication ATP-dependent helicase Dna2 EC:3.6.4.12	0.5	0	0	0	0	0	0	0	0	0.5	0.5	0.75	0	0
K10747	LIG1; DNA ligase 1 EC:6.5.1.1 6.5.1.6 6.5.1.7	630.5940837	805.3453102	543.9185426	553.0585137	485.3460317	509.6260101	255.9933261	652.9299423	878.2944264	938.4166667	1102.223341	1090.758892	986.0380592	767.2335426
K10748	"tus, tau; DNA replication terminus site-binding protein"	0	2.083333333	0	0	1.05	0.375	0	0.464285714	0.607142857	1.714285714	0	1.011904762	0.321428571	0.892857143
K10763	hda; DnaA-homolog protein	159.9789683	499.3829365	70.29126984	109.3595238	107.3698413	157.7507937	57.31388889	687.7329365	575.0761905	479.9496032	234.306746	249.7738095	133.4093254	376.6200397
K10764	metZ; O-succinylhomoserine sulfhydrylase EC:2.5.1.-	155.9472222	330.0206349	127.2055556	267.5944444	150.0519841	256.2115079	120.8388889	105.5869048	218.0638889	403.9464286	406.15	381.8162698	351.4013889	379.5052778
K10773	NTH; endonuclease III EC:4.2.99.18	867.9122294	1081.909199	701.1574315	873.0261183	773.5996032	921.771645	453.5145863	848.6262266	1228.916865	1278.692496	1713.105375	1761.462698	1560.337861	1047.92044
K10774	E4.3.1.23; tyrosine ammonia-lyase EC:4.3.1.23	0.3	0	0.5	0	0.2	1.2	0.2	0	0.8	0.466666667	0.5	1.55	0.3	0.6
K10775	PAL; phenylalanine ammonia-lyase EC:4.3.1.24	0	2	2	7	0	0	3	0	1	4	1	4	9	0
K10778	"ada; AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-protein-cysteine methyltransferase EC:2.1.1.63"	473.7482323	771.5726551	356.5715729	503.9784632	434.0388889	626.0679654	236.0381313	744.4556277	852.6808442	907.4210317	894.4336941	930.499982	932.7743867	771.8368903
K10780	fabL; enoyl-acyl-carrier protein reductase III EC:1.3.1.104	7.286796537	2.45	5.75	7.900937951	2.666666667	3.75	4.221260221	6.094300144	20.57085137	10.69011544	12.96883117	7.952020202	5.154761905	8.866522367
K10793	prdA; D-proline reductase (dithiol) PrdA EC:1.21.4.1	0	0	0	0	0	0	0	0	0.208333333	0	0.545454545	0.583333333	0	0
K10794	prdB; D-proline reductase (dithiol) PrdB EC:1.21.4.1	0	0	0	0	0	0.5	0	0	0.208333333	0	1.045454545	0.583333333	0.5	0
K10795	prdD; D-proline reductase (dithiol)-stabilizing protein PrdD	0	0	0	0	0	0	0	0	0	0	0.272727273	0	0	0
K10796	prdE; D-proline reductase (dithiol)-stabilizing protein PrdE	0	0	0	0	0	0	0	0	0	0	0.272727273	0	0	0
K10797	enr; 2-enoate reductase EC:1.3.1.31	0	0	0	0	0	0	0	0.1	0.05	0.083333333	0.656565657	0.1	0	0.211111111
K10798	PARP; poly ADP-ribose polymerase EC:2.4.2.30	0	0	0	0.25	0	0	0	0	1	1.25	0.25	0.5	0	0
K10799	TNKS; tankyrase EC:2.4.2.30	0.125	0	0	0.125	0	0.5	0.375	0	0.25	0	0.25	0.875	0.625	0
K10800	SMUG1; single-strand selective monofunctional uracil DNA glycosylase EC:3.2.2.-	2.25	0	2.5	1.416666667	0.1	3.25	0.666666667	0	4.391666667	1.916666667	5.016666667	9.391666667	4.875	2.166666667
K10804	tesA; acyl-CoA thioesterase I EC:3.1.2.- 3.1.1.5	670.8410895	845.6071789	486.1910173	658.6979076	640.7309524	757.4012987	310.229798	758.4703102	941.1520743	979.1079365	1302.643615	1381.971411	1162.555538	788.648676
K10805	tesB; acyl-CoA thioesterase II EC:3.1.2.-	174.5732323	340.711544	183.4414141	305.1744949	162.4865079	348.755267	146.7464646	94.03578644	265.4492965	368.9837302	408.5924242	357.2315296	486.2747835	432.7526443
K10806	yciA; acyl-CoA thioesterase YciA EC:3.1.2.-	223.2170996	639.0814214	136.3685426	220.7307359	135.7781746	233.7601371	98.46237374	702.2437951	683.4906566	645.3948413	389.4999278	356.7150433	366.8295274	529.192868
K10810	tenI; thiazole tautomerase (transcriptional regulator TenI) EC:5.3.99.10	1.921897547	0.461111111	0	1.233766234	0	0	7.391714767	9.174350649	11.58347763	0.640873016	2.562085137	0.427020202	4.196428571	3.09521312
K10811	E2.5.1.2; thiamine pyridinylase EC:2.5.1.2	8.166666667	23.66666667	16.63888889	12.83333333	7.863888889	17.16666667	10.08333333	5.625	21.86111111	29.30555556	24.36111111	35.6625	26.99166667	27.44722222
K10814	hcnA; hydrogen cyanide synthase HcnA EC:1.4.99.5	4.75	8.025	0.2	0.5	0.742857143	1.767857143	0	14.025	9.7	1.65	4.825	3.075	2.4625	48.22083333
K10815	hcnB; hydrogen cyanide synthase HcnB EC:1.4.99.5	4.75	8.025	0.2	0.5	0.742857143	1.767857143	0	14.025	9.7	1.65	4.825	3.075	2.4625	48.22083333
K10816	hcnC; hydrogen cyanide synthase HcnC EC:1.4.99.5	4.75	8.025	0.2	0.5	0.742857143	1.767857143	0	14.025	9.7	1.65	4.825	3.075	2.4625	48.22083333
K10819	E2.7.13.3; histidine kinase EC:2.7.13.3	1.465909091	3.725	0.833333333	2.540909091	1.35	2.825	0.981818182	1.466666667	1.157575758	3.733333333	2.798989899	6.107575758	2.644444444	3.975
K10820	E3.6.3.17; monosaccharide-transporting ATPase EC:3.6.3.17	0	0	0	0.25	0	0	0	0	0.25	0.5	0.25	0	0	0
K10822	E3.6.3.22; nonpolar-amino-acid-transporting ATPase EC:3.6.3.22	0	0.3	0	0.3	0	0	0	0.3	0.3	0	0	0	0	0.9
K10823	oppF; oligopeptide transport system ATP-binding protein	110.1062951	184.4659091	111.8025253	193.5216991	104.9297619	236.3862193	99.06204305	55.19341631	179.1457792	191.7869408	209.0691739	241.3204906	351.2237915	281.8113675
K10824	nikE; nickel transport system ATP-binding protein EC:3.6.3.24	1.080808081	8.108766234	1.002525253	1.595959596	0.75	1.397727273	1.058441558	5.377886003	10.10746753	5.890873016	3.040620491	2.545454545	2.275974026	13.56304113
K10826	E3.6.3.30; Fe3+-transporting ATPase EC:3.6.3.30	0	0	0	0	0.033333333	0	0	0	0	0	0	0.033333333	0	0
K10830	"psaB, scaC; manganese/zinc transport system ATP-binding protein EC:3.6.3.35"	0	0	0	0	0	0	0	0	0.111111111	0	0	0	0	0
K10831	tauB; taurine transport system ATP-binding protein EC:3.6.3.36	99.6591811	246.4496392	65.56919192	99.00012626	51.85674603	91.74891775	75.44078283	253.6439214	268.6134199	277.8865079	152.3122475	123.4613276	193.5487915	254.097803
K10834	E3.6.3.41; heme-transporting ATPase EC:3.6.3.41	0	0	0	0	0.133333333	0	0	0	0	0	0	0.133333333	0	0
K10843	"ERCC3, XPB; DNA excision repair protein ERCC-3 EC:3.6.4.12"	25.29444444	92.27777778	40.15	78.25277778	13.77142857	39.42261905	39.50595238	32.65479798	70.8125	92.62777778	64.19722222	30.14583333	54.8452381	106.3424603
K10844	"ERCC2, XPD; DNA excision repair protein ERCC-2 EC:3.6.4.12"	2.497222222	12.48373016	1.888888889	4.480555556	1.98452381	4.172222222	2.055555556	2.727777778	6.038095238	6.163888889	5.772222222	8.220634921	4.421428571	7.187301587
K10848	"ERCC4, XPF; DNA excision repair protein ERCC-4 EC:3.1.-.-"	78	3.5	95.5	7	62.5	8.5	12.5	0	31	25.5	85	114.5	42.5	8
K10851	nreA; nitrogen regulatory protein A	1.708333333	0.35	0	1	0	0	6.946428571	7.943290043	8.636507937	0.557539683	2.107539683	0.225	3.196428571	1.760714286
K10854	"acxB; acetone carboxylase, alpha subunit EC:6.4.1.6"	5.205555556	5.95	2.666666667	9.533333333	2.066666667	6.588888889	2.016666667	2	8.572222222	9.175	12.575	5.3	9.466666667	5.333333333
K10855	"acxA; acetone carboxylase, beta subunit EC:6.4.1.6"	3.872222222	4.783333333	2.5	8.241666667	1.4	5.922222222	2.016666667	3.166666667	10.48888889	8.466666667	9.908333333	4.466666667	7.466666667	4.858333333
K10856	"acxC; acetone carboxylase, gamma subunit EC:6.4.1.6"	17.20555556	8.2	11	12.95	43.4	89.67222222	3.016666667	4.666666667	15.19722222	12.34166667	47.86666667	72.59166667	39.05	8.533333333
K10857	exoX; exodeoxyribonuclease X EC:3.1.11.-	14.62857143	31.70833333	14.2	34.33333333	6.604761905	15.20833333	12.66666667	14.82142857	23.23452381	48.68095238	41.06666667	35.56904762	45.74642857	25.30071429
K10896	FANCM; fanconi anemia group M protein	78	3.5	94.5	5	59.5	8.5	8	0	31	25.5	85	110	39.5	8.5
K10906	recE; exodeoxyribonuclease VIII EC:3.1.11.-	1.785714286	2.410714286	1.25	6.5	1.371428571	4.875	2	6.797619048	3.333333333	8.488095238	6.5	8.5	3.416666667	2.583333333
K10907	K10907; aminotransferase EC:2.6.1.-	235.5607864	64.95	182.9583333	218.7893218	239.375	249.5833333	109.2310005	28.10212843	129.529311	106.1825397	503.1259019	515.0756313	501.1547619	111.459102
K10908	"POLRMT, RPO41; DNA-directed RNA polymerase, mitochondrial EC:2.7.7.6"	1.166666667	5	0.666666667	5.583333333	0.291666667	0.736111111	0.083333333	0.166666667	2.166666667	3.125	3.5	1.833333333	1.166666667	3.291666667
K10910	luxP; autoinducer 2-binding periplasmic protein LuxP	0.333333333	0.333333333	0	2	0	0	0.666666667	0.666666667	1.666666667	3.833333333	1	1.625	0.333333333	2
K10912	"luxO; two-component system, repressor protein LuxO"	4.444444444	3.5	1.333333333	6.111111111	2	5.166666667	0	1	3.611111111	5.25	6.444444444	9.25	3.611111111	9.5
K10913	"hapR, luxR, litR; TetR/AcrR family transcriptional regulator, hemagglutinin/protease regulatory protein"	0	0	0	0	0.55	0	0	0	0	0	0	0	0	0
K10914	"crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein"	307.5752165	731.522619	278.3551587	403.9100289	271.2492063	515.8801587	195.2724026	233.001443	487.7869769	674.3329726	696.4639971	645.7906746	810.2928571	771.151526
K10915	cqsA; CAI-1 autoinducer synthase EC:2.3.-.-	43.33333333	166.2666667	5.666666667	5.766666667	0	0	7	384.1	285.2666667	185.1666667	40.33333333	7.666666667	10	95.63333333
K10916	"cqsS; two-component system, CAI-1 autoinducer sensor kinase/phosphatase CqsS EC:2.7.13.3 3.1.3.-"	71.75	288.45	16.16666667	15.81111111	0	2.625	15.16666667	597.2277778	467.2694444	308.7222222	59.86111111	14.29166667	20.15277778	159.3638889
K10917	"aphA; PadR family transcriptional regulator, regulatory protein AphA"	0	0	0	0	0	0.514285714	0	0	0	0	0	0	0	0
K10918	"aphB; LysR family transcriptional regulator, transcriptional activator AphB"	26.41666667	81.625	9.083333333	7.166666667	0	0.333333333	5.333333333	191.75	153.0833333	112.625	18.5	6.25	5.895833333	53.86111111
K10921	toxR; cholera toxin transcriptional activator	0	0	0	1	17	24	0	1	0	0	1	15	0	9
K10924	mshA; MSHA pilin protein MshA	72.51785714	312.7797619	10.03571429	10.64285714	19.5	28.78571429	12.125	619.6428571	479.7857143	309.875	60.05952381	40.70833333	18.14285714	200.8154762
K10925	mshB; MSHA pilin protein MshB	0	0	0	0	0.55	0	0	0	0	0	0	0	0	0
K10926	mshC; MSHA pilin protein MshC	23.18452381	69.19642857	3.619047619	4.226190476	26.05	31.03571429	4.125	194.5595238	142.7857143	101.2083333	16.97619048	31.95833333	5.892857143	84.73214286
K10927	mshD; MSHA pilin protein MshD	66.51785714	235.3630952	9.285714286	9.892857143	26.05	31.03571429	11.125	578.5595238	427.7857143	286.375	57.30952381	39.625	15.89285714	180.0654762
K10938	acfC; accessory colonization factor AcfC	0.5	6.066666667	0	2.416666667	1.033333333	0.944444444	0.357142857	0.285714286	5.042063492	4.071428571	3.932539683	2.644444444	2.521428571	4.574603175
K10941	"fleQ, flrA; sigma-54 dependent transcriptional regulator, flagellar regulatory protein"	18.89642857	15.36785714	14.45	12	57.44166667	101.3178571	1.5	22.8047619	24.25	5.6	45.51666667	91.04285714	49.4	72.46607143
K10942	"flrB, fleS; two-component system, sensor histidine kinase FlrB EC:2.7.13.3"	8.396428571	8.701190476	3.2	5.958333333	31.54166667	35.60119048	1.666666667	20.0547619	20.28452381	5.838095238	18.45	40.96071429	10.17083333	70.09107143
K10943	"flrC, fleR; two-component system, response regulator FlrC"	41.39642857	52.36785714	30.95	48.29166667	83.79166667	132.9900794	20.66666667	26.5547619	57.11785714	67.61587302	111.825	156.5079365	114.5041667	101.646627
K10944	pmoA-amoA; methane/ammonia monooxygenase subunit A EC:1.14.18.3 1.14.99.39	112.5	24.5	110.5	55	69.25	23.5	45.5	3	56.5	58.5	167.5	191.4166667	114.5	56
K10945	pmoB-amoB; methane/ammonia monooxygenase subunit B	112.5	24.5	110.5	55	69.25	23.5	45.5	3	56.5	58.5	167.5	191.4166667	114.5	56
K10946	pmoC-amoC; methane/ammonia monooxygenase subunit C	291.5	45.5	314.5	107	207.75	50.5	104.5	5	135.5	131.5	392.5	485.9166667	255.5	104
K10947	"padR; PadR family transcriptional regulator, regulatory protein PadR"	388.1021465	310.2583333	341.2694444	365.7337121	369.0992063	391.9638889	225.6376082	88.04691558	322.7770743	426.602417	746.3780483	776.9943182	815.7775794	365.2279082
K10948	hlyA; hemolysin	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0
K10953	rtxA; RTX toxin RtxA	0	0	0	0	0.55	0	0	0	0	0	0	0	0	0
K10954	zot; zona occludens toxin	9.120634921	19.73253968	6.619047619	7.065079365	1.322222222	1.852380952	2.133333333	11.27619048	18.0968254	31.62777778	13.33174603	8.633333333	6.037301587	46.8515873
K10956	SEC61A; protein transport protein SEC61 subunit alpha	78	3.5	95.5	7	62.5	8.5	11	0	31	25.5	85	114.5	41.5	8
K10960	"chlP, bchP; geranylgeranyl diphosphate/geranylgeranyl-bacteriochlorophyllide a reductase EC:1.3.1.83 1.3.1.111"	42.37323232	39.89090909	41.6219697	55.73005051	25.34166667	32.64217172	28.17424242	6.315151515	41.29671717	68.65	113.0063131	68.61843434	80.4489899	56.40808081
K10972	"allS; LysR family transcriptional regulator, transcriptional activator of the allD operon"	2.333333333	5	2	0.666666667	3.333333333	0.333333333	0	0	4.80952381	8.238095238	5.777777778	7.031746032	5.333333333	3.111111111
K10974	codB; cytosine permease	13.46587302	29.20912698	13.27777778	25.12222222	15.0047619	27.54444444	32.07777778	24.62738095	36.70714286	17.69206349	27.40555556	25.16309524	39.2297619	78.0906746
K10975	allP; allantoin permease	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666667
K10979	ku; DNA end-binding protein Ku	571.7238817	803.0460317	519.9718254	654.9754329	495.0369048	685.2162698	342.2569264	311.205303	666.133676	847.1130952	1118.820022	1102.734758	1288.603175	875.1117424
K11003	"hlyD, cyaD; hemolysin D"	72.17045455	190.8301948	40.50252525	47.21060606	58.75277778	118.3338384	26.92186147	223.8568182	226.7875902	218.1444444	85.63686869	104.2934343	128.5281566	178.3219697
K11004	"hlyB, cyaB; ATP-binding cassette, subfamily B, bacterial HlyB/CyaB"	93.70378788	271.2135281	53.63585859	87.15505051	66.65277778	129.0588384	40.55519481	236.9679293	251.065368	261.0833333	134.1813131	145.1267677	156.6892677	205.0997475
K11014	cdtB; cytolethal distending toxin subunit B	0	1.416666667	1.083333333	2	3	0	4.714285714	0.25	0.166666667	0.083333333	0.166666667	5.083333333	3.25	0.416666667
K11016	"shlA, hhdA, hpmA; hemolysin"	2.071428571	2.742857143	0	1	0.285714286	1.214285714	0	10.37142857	6.5	1.666666667	4	2.025	1.0625	25.06428571
K11017	"shlB, hhdB, hpmB; hemolysin activation/secretion protein"	2.071428571	6.317857143	0	0.5	0.285714286	0.339285714	0	5.388095238	3.425	1.166666667	2.5	2.025	1.0625	12.55178571
K11018	tlh; thermolabile hemolysin	5.666666667	4.5	1.333333333	4.511111111	0.1	2.5	2.733333333	1.777777778	4.544444444	4.388888889	7.444444444	3.833333333	6.111111111	2.877777778
K11021	tccC; insecticidal toxin complex protein TccC	18.96111111	8.15	0.933333333	0.333333333	3.071428571	6.992063492	0	37.95833333	37.83611111	5.883333333	15.39722222	5.032539683	4.422222222	133.8761905
K11022	"rtxA1, rtxA; structural toxin protein (hemagglutinin/hemolysin) RtxA"	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0.333333333	0
K11023	"ptxA, artA; pertussis toxin subunit 1 EC:2.4.2.-"	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0
K11031	slo; thiol-activated cytolysin	11.41666667	57.83333333	9.666666667	33.33333333	5.833333333	14.47222222	18.25	32	39.33333333	66.91666667	33.44444444	35.01111111	19.16666667	48.72777778
K11032	hlyII; hemolysin II	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076923077
K11033	nheA; non-hemolytic enterotoxin A	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076923077
K11034	nheBC; non-hemolytic enterotoxin B/C	0.444444444	1.222222222	1.611111111	1.402777778	0.583333333	1.277777778	0.861111111	0.472222222	1.083333333	3.361111111	2.361111111	2.284722222	3.083333333	1.917735043
K11041	eta; exfoliative toxin A/B	0	0	0	0	0	0	0	0.083333333	0.611111111	0.083333333	0	0	0	0.083333333
K11045	cfa; cAMP factor	0	0	0	0	0	0	0	0	0	0	0.555555556	0	0	0.555555556
K11050	"ABC-2.CYL.A, cylA; multidrug/hemolysin transport system ATP-binding protein"	4.375	4.291666667	8.5	0.875	0	0.5	6.25	1.708333333	7.116666667	10.375	12.8	0.5	11.125	4.791666667
K11051	"ABC-2.CYL.P, cylB; multidrug/hemolysin transport system permease protein"	4.375	4.291666667	8.5	0.875	0	0.5	6.25	1.708333333	7.116666667	10.375	12.8	0.5	11.125	4.791666667
K11065	"tpx; thiol peroxidase, atypical 2-Cys peroxiredoxin EC:1.11.1.15"	48.03246753	84.99484127	37.64444444	61.86204906	58.7531746	85.49880952	34.31458634	49.47294372	90.19430014	85.77582973	101.8743867	130.8855519	92.20674603	146.9059454
K11066	"E3.5.1.28D, amiD; N-acetylmuramoyl-L-alanine amidase EC:3.5.1.28"	83.13769841	300.0277778	23.28531746	17.32460317	11.65	15.98293651	16.88888889	629.8242063	481.0345238	326.3948413	98.68769841	45.54920635	38.79464286	286.2236111
K11068	hlyIII; hemolysin III	275.5044733	577.752417	197.6886364	338.0170996	115.2940476	275.893759	197.0712963	693.2265512	732.3399892	696.5369408	533.1867605	379.8845418	577.254347	619.8230739
K11069	potD; spermidine/putrescine transport system substrate-binding protein	237.7837662	254.5174603	184.2555556	352.4087662	203.6	441.7730159	253.5916065	50.61111111	231.2540043	344.822619	559.5598124	464.3325758	909.8069444	431.1133516
K11070	potC; spermidine/putrescine transport system permease protein	192.1670996	213.8424603	145.6055556	302.2087662	162.4119048	350.1309524	192.9582732	44.65277778	196.2984488	292.9865079	455.5992063	378.4714646	729.3755952	356.731685
K11071	potB; spermidine/putrescine transport system permease protein	374.8837662	223.6313492	283.1888889	435.5837662	387.2452381	546.4892857	264.2916065	50.94444444	270.4623377	317.122619	810.9714286	813.6659091	1034.903373	410.5833516
K11072	potA; spermidine/putrescine transport system ATP-binding protein EC:3.6.3.31	356.5004329	219.7313492	280.9666667	428.9170996	377.9261905	516.1920635	263.9582732	48.43055556	260.8401154	313.2920635	770.6992063	786.8786075	932.103373	401.0023199
K11073	potF; putrescine transport system substrate-binding protein	164.5188672	410.5020202	74.8299062	114.0951299	116.7785714	245.5715368	45.19646465	696.813961	605.0086219	427.8865079	228.3102814	206.4763709	239.0360931	631.0263745
K11074	potI; putrescine transport system permease protein	138.0652958	355.5127345	70.69657287	100.5117965	102.4869048	220.7643939	56.44646465	619.8687229	536.5907648	399.3031746	199.2575036	190.0005772	210.2972042	384.3253824
