otu name	Taxonomy	Percent Homology	evalue	bitscore	homology extract gibbsfree_otu/gibbsfree_homolog	total length gibbsfree_otu/otu_lenth/gibbsfree_homolog/homolog_length	SoilDNA1	SoilDNA2	SoilDNA3	SoilDNA4
OTU_4678	uncultured conexibacter sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__solirubrobacterales;f__conexibacteraceae;g__conexibacter;s__conexibacter spp.;superkingdom__bacteria;subclass  rubrobacteridae	93.8086303939963	0	798.375			0	2	0	2
OTU_4679	uncultured methylothermus sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__methylococcales;f__methylothermaceae;g__methylothermus;s__methylothermus spp.;superkingdom__bacteria	89.8520084566596	6.73248e-180	634.269			0	0	0	7
OTU_4680	novosphingobium sp. i61 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__novosphingobium;s__novosphingobium sp.;superkingdom__bacteria	99.7872340425532	0	843.46			6	0	0	0
OTU_4681	uncultured methylosinus sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylocystaceae;g__methylosinus;s__methylosinus spp.;superkingdom__bacteria	91.5789473684211	0	686.566			5	0	0	0
OTU_4682	uncultured pedosphaera sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobia subdivision 3;g__pedosphaera;s__pedosphaera spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	90.9926470588235	0	760.505			0	5	0	0
OTU_4683	nc_011899.1 halothermothrix orenii 168 str. h 168 ;k__bacteria;p__firmicutes;c__clostridia;o__halanaerobiales;f__halanaerobiaceae;g__halothermothrix;s__halothermothrix orenii;superkingdom__bacteria	88.8278388278388	0	695.583			0	0	4	0
OTU_4684	uncultured pirellula sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__pirellula;s__pirellula spp.;superkingdom__bacteria	88.6939571150098	0	655.909			0	1	0	5
OTU_4685	uncultured flavobacterium sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	88.9748549323017	0	672.139			0	2	0	3
OTU_4686	uncultured ralstonia sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__ralstonia;s__ralstonia spp.;superkingdom__bacteria	89.1304347826087	0	646.892			0	1	4	4
OTU_4687	arthrobacter globiformis ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__arthrobacter;s__arthrobacter globiformis;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	99.604743083004	0	904.774			1	14	2	22
OTU_4688	uncultured methyloversatilis sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__rhodocyclales;f__rhodocyclaceae;g__methyloversatilis;s__methyloversatilis spp.;superkingdom__bacteria	94.4656488549618	0	810.999			0	0	0	5
OTU_4689	ohtaekwangia koreensis ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__ohtaekwangia;s__ohtaekwangia koreensis;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	91.4342629482072	0	708.207			0	3	1	0
OTU_4690	uncultured pseudomonas sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas spp.;superkingdom__bacteria	94.1972920696325	0	794.769			0	3	0	2
OTU_4691	uncultured aquabacterium sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiales;g__aquabacterium;s__aquabacterium spp.;superkingdom__bacteria	96.9407265774379	0	872.313			0	3	1	6
OTU_4692	uncultured flexibacter sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__flexibacter;s__flexibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	91.1368015414258	0	726.241			0	0	7	0
OTU_4693	terrabacter sp. ellin109 ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__intrasporangiaceae;g__terrabacter;s__terrabacter sp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	98.4251968503937	0	879.527			0	0	0	3
OTU_4694	uncultured catenuloplanes sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micromonosporaceae;g__catenuloplanes;s__catenuloplanes spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__micromonosporineae	87.2763419483101	1.02496e-171	607.218			0	1	1	5
OTU_4695	uncultured ferribacter sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__ferrovales;f__ferrovaceae;g__ferrovum;s__ferrovum spp.;superkingdom__bacteria	98.2857142857143	0	906.577			0	10	1	2
OTU_4696	uncultured desulfocurvus sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfovibrionales;f__desulfovibrionaceae;g__desulfocurvus;s__desulfocurvus spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	96.7117988394584	0	856.083			0	0	4	0
OTU_4697	uncultured xanthomonas sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__xanthomonas;s__xanthomonas spp.;superkingdom__bacteria	95.3934740882918	0	820.016			1	1	4	0
OTU_4698	agitococcus lubricus ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__carnobacteriaceae;g__agitococcus;s__agitococcus lubricus;superkingdom__bacteria	91.7322834645669	0	731.651			0	1	0	3
OTU_4699	uncultured cyanobacterium sp. ;k__bacteria;p__cyanobacteria;c__oscillatoriophycideae;o__chroococcales;f__cyanobacteriaceae;g__cyanobacterium;s__cyanobacterium spp.;superkingdom__bacteria;subclass  oscillatoriophycideae	92.8712871287129	0	742.471			0	1	1	3
OTU_4700	uncultured pirellula sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__pirellula;s__pirellula spp.;superkingdom__bacteria	98.2608695652174	0	791.162			0	0	1	3
OTU_4701	uncultured pirellula sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__pirellula;s__pirellula spp.;superkingdom__bacteria	94.206008583691	0	706.404			0	3	0	1
OTU_4702	am265623.1 flavobacterium hercynium str. wb 4.2_33  ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium succinicans;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	94.6745562130178	0	792.965			0	0	6	0
OTU_4703	uncultured flavobacterium sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.6381322957199	0	895.757			3	26	2	1
OTU_4704	uncultured agrobacterium sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__rhizobiaceae;g__agrobacterium;s__agrobacterium spp.;superkingdom__bacteria	97.9118329466357	0	733.454			0	6	6	4
OTU_4705	candidatus midichloria mitochondrii iricva ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rickettsiales;f__candidatus midichloriaceae;g__candidatus midichloria;s__candidatus midichloria mitochondrii;superkingdom__bacteria	73.3197556008147	1.54482e-67	260.971			0	0	4	0
OTU_4706	gu293228.1 microbial contents and yel catfish (pelteobagrus fulvidraco) stomach mucus clone sm26  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__brevibacteriaceae;g__brevibacterium;s__brevibacterium casei;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	100	0.0723388	42.7638			0	1	1	2
OTU_4707	bacillus mannanilyticus ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__bacillus;s__bacillus mannanilyticus;superkingdom__bacteria	91.8181818181818	0	789.358			0	0	7	0
OTU_4708	uncultured phenylobacterium sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__caulobacterales;f__caulobacteraceae;g__phenylobacterium;s__phenylobacterium spp.;superkingdom__bacteria	97.8723404255319	0	803.785			5	0	0	0
OTU_4709	uncultured pasteuria sp. ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__pasteuriaceae;g__pasteuria;s__pasteuria spp.;superkingdom__bacteria	82.6010544815466	1.45593e-157	560.331			0	0	0	9
OTU_4710	novosphingobium sp. rr 2_17 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__novosphingobium;s__novosphingobium sp.;superkingdom__bacteria	73.1656184486373	2.97523e-70	269.988			1	1	0	1
OTU_4711	uncultured verrucomicrobium sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__verrucomicrobium;s__verrucomicrobium spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	86.0805860805861	9.55951e-179	630.662			0	0	4	0
OTU_4712	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	96.0966542750929	0	866.903			0	4	1	4
OTU_4713	uncultured pedosphaera sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobia subdivision 3;g__pedosphaera;s__pedosphaera spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	90.590405904059	0	747.881			0	0	0	4
OTU_4714	novosphingobium sp. hr3g ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__novosphingobium;s__novosphingobium sp.;superkingdom__bacteria	97.4576271186441	0	798.375			1	4	0	3
OTU_4715	uncultured opitutus sp. ;k__bacteria;p__verrucomicrobia;c__opitutae;o__opitutales;f__opitutaceae;g__opitutus;s__opitutus spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	93.9338235294118	0	832.639			0	1	5	0
OTU_4716	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	96.4426877470356	0	832.639			0	1	1	7
OTU_4717	uncultured flexibacter sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__flexibacter;s__flexibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	91.8250950570342	0	735.257			0	0	4	0
OTU_4718	haloferula sp. enrichment culture clone y077 ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__haloferula;s__haloferula sp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	94.6257197696737	0	810.999			4	0	0	1
OTU_4719	uncultured flavobacterium sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	93.7254901960784	0	769.521			0	0	6	0
OTU_4720	flexibacter sp. m58 ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__flexibacter;s__flexibacter sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.5698924731183	0	830.836			0	0	4	0
OTU_4721	flavobacterium sp. samr4 ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	97.2920696324952	0	870.51			1	1	2	0
OTU_4722	uncultured flexibacter sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__flexibacter;s__flexibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	97.6878612716763	0	883.134			0	1	7	1
OTU_4723	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	94.4123314065511	0	805.589			0	1	0	3
OTU_4724	uncultured rhizobium sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__rhizobiaceae;g__rhizobium;s__rhizobium spp.;superkingdom__bacteria	86.2348178137652	5.80717e-162	574.758			0	0	0	4
OTU_4725	uncultured nitrospira sp. ;k__bacteria;p__nitrospirae;c__nitrospira;o__nitrospirales;f__nitrospiraceae;g__nitrospira;s__nitrospira spp.;superkingdom__bacteria	100	0	901.167			0	2	0	2
OTU_4726	flavobacterium rivuli ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium rivuli;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	95.3125	0	796.572			4	0	0	0
OTU_4727	uncultured elusimicrobium sp. ;k__bacteria;p__elusimicrobia;c__elusimicrobia;o__elusimicrobiales;f__elusimicrobiaceae;g__elusimicrobium;s__elusimicrobium spp.;superkingdom__bacteria	86.4761904761905	5.66887e-175	618.038			0	0	1	6
OTU_4728	uncultured nannocystis sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__nannocystaceae;g__nannocystis;s__nannocystis spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__nannocystineae	91.8604651162791	0	724.437			0	1	2	0
OTU_4729	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	96.455223880597	0	881.33			0	0	2	4
OTU_4730	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	94.2164179104478	0	823.622			0	3	1	1
OTU_4731	vampirovibrio chlorellavorus ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__bdellovibrionales;f__bdellovibrionaceae;g__vampirovibrio;s__vampirovibrio chlorellavorus;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	95.5010224948875	0	773.128			0	0	0	4
OTU_4732	uncultured stigmatella sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__cystobacteraceae;g__stigmatella;s__stigmatella spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__cystobacterineae	91.6666666666667	0	737.061			0	1	3	1
OTU_4733	abvl01000001.1 chthoniobacter flavus str. ellin428  ;k__bacteria;p__verrucomicrobia;c__spartobacteria;o__spartobacteria;f__spartobacteria;g__chthoniobacter;s__chthoniobacter flavus;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	94.2379182156134	0	830.836			0	4	0	0
OTU_4734	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	95.5307262569832	0	847.066			0	0	10	0
OTU_4735	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	91.8367346938776	0	758.701			0	0	9	0
OTU_4736	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	94.6296296296296	0	829.033			0	1	0	4
OTU_4737	uncultured arcicella sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__arcicella;s__arcicella spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	93.2098765432099	0	722.634			0	14	2	0
OTU_4738	uncultured cyanobacterium sp. ;k__bacteria;p__cyanobacteria;c__oscillatoriophycideae;o__chroococcales;f__cyanobacteriaceae;g__cyanobacterium;s__cyanobacterium spp.;superkingdom__bacteria;subclass  oscillatoriophycideae	95.6349206349206	0	810.999			0	0	0	4
OTU_4739	uncultured chloroflexus sp. ;k__bacteria;p__chloroflexi;c__chloroflexia;o__chloroflexales;f__chloroflexaceae;g__chloroflexus;s__chloroflexus spp.;superkingdom__bacteria;suborder__chloroflexineae	89.0466531440162	0	643.286			0	2	2	4
OTU_4740	uncultured prosthecobacter sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__prosthecobacter;s__prosthecobacter spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	76.6884531590414	1.14931e-88	331.303			5	0	0	0
OTU_4741	uncultured desulfotomaculum sp. ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__peptococcaceae;g__desulfotomaculum;s__desulfotomaculum spp.;superkingdom__bacteria	90.8045977011494	4.21385e-170	601.808			0	0	0	7
OTU_4742	piscinibacter sp. b15.09_53 ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiales;g__piscinibacter;s__piscinibacter sp.;superkingdom__bacteria	97.678916827853	0	879.527			0	3	1	5
OTU_4743	uncultured blastopirellula sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__blastopirellula;s__blastopirellula spp.;superkingdom__bacteria	85.8546168958743	2.03566e-161	572.954			0	1	0	3
OTU_4744	uncultured roseiflexus sp. ;k__bacteria;p__chloroflexi;c__chloroflexia;o__chloroflexales;f__roseiflexaceae;g__roseiflexus;s__roseiflexus spp.;superkingdom__bacteria;suborder__roseiflexineae	93.9784946236559	0	706.404			0	3	0	3
OTU_4745	uncultured phycisphaera sp. ;k__bacteria;p__planctomycetes;c__phycisphaerae;o__phycisphaerales;f__phycisphaeraceae;g__phycisphaera;s__phycisphaera spp.;superkingdom__bacteria	85.5397148676171	4.43562e-157	558.527			0	1	0	4
OTU_4746	uncultured polyangium sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__polyangiaceae;g__polyangium;s__polyangium spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__sorangiineae	89.279112754159	0	711.814			0	0	0	4
OTU_4747	uncultured pedobacter sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__pedobacter;s__pedobacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	91.3907284768212	0	641.482			6	0	0	0
OTU_4748	uncultured caulobacter sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__caulobacterales;f__caulobacteraceae;g__caulobacter;s__caulobacter spp.;superkingdom__bacteria	96.9631236442516	0	762.308			4	0	0	0
OTU_4749	uncultured phenylobacterium sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__caulobacterales;f__caulobacteraceae;g__phenylobacterium;s__phenylobacterium spp.;superkingdom__bacteria	97.2103004291845	0	782.145			1	0	2	2
OTU_4750	uncultured holophaga sp. ;k__bacteria;p__acidobacteria;c__holophagae;o__holophagales;f__holophagaceae;g__holophaga;s__holophaga spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	94.7261663286004	0	765.915			0	2	1	0
OTU_4751	uncultured nitratireductor sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__phyllobacteriaceae;g__nitratireductor;s__nitratireductor spp.;superkingdom__bacteria	98.7562189054726	0	702.797			0	6	1	0
OTU_4752	lysinibacillus massiliensis ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__lysinibacillus;s__lysinibacillus massiliensis;superkingdom__bacteria	96.8576709796673	0	886.74			0	0	5	2
OTU_4753	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	96.8283582089552	0	890.347			0	0	0	7
OTU_4754	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	90	0	724.437			0	3	1	0
OTU_4755	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	97.4903474903475	0	875.92			0	3	0	5
OTU_4756	uncultured sphingobacterium sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__sphingobacterium;s__sphingobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	97.8723404255319	0	879.527			0	0	10	2
OTU_4757	uncultured conexibacter sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__solirubrobacterales;f__conexibacteraceae;g__conexibacter;s__conexibacter spp.;superkingdom__bacteria;subclass  rubrobacteridae	93.4210526315789	0	794.769			0	2	1	1
OTU_4758	uncultured luteolibacter sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__luteolibacter;s__luteolibacter spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	96.0076045627376	0	854.28			4	0	0	0
OTU_4759	uncultured sphingobacterium sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__sphingobacterium;s__sphingobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	96.4083175803403	0	870.51			0	0	0	2
OTU_4760	uncultured flexibacter sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__flexibacter;s__flexibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	93.7022900763359	0	796.572			5	0	0	0
OTU_4761	uncultured steroidobacter sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__sinobacteraceae;g__steroidobacter;s__steroidobacter spp.;superkingdom__bacteria	95.4110898661568	0	832.639			0	1	5	1
OTU_4762	uncultured rhizobium sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__rhizobiaceae;g__rhizobium;s__rhizobium spp.;superkingdom__bacteria	98.2986767485822	0	913.791			0	2	1	2
OTU_4763	uncultured pseudomonas sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas spp.;superkingdom__bacteria	97.6495726495726	0	794.769			2	0	3	0
OTU_4764	uncultured fusobacterium sp. ;k__bacteria;p__fusobacteria;c__fusobacteriia;o__fusobacteriales;f__fusobacteriaceae;g__fusobacterium;s__fusobacterium spp.;superkingdom__bacteria	86.3551401869159	4.7978e-176	621.645			0	2	2	0
OTU_4765	prevotella sp. naip5g ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__prevotellaceae;g__prevotella;s__prevotella sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.7068965517241	0	807.392			3	0	0	0
OTU_4766	uncultured conexibacter sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__solirubrobacterales;f__conexibacteraceae;g__conexibacter;s__conexibacter spp.;superkingdom__bacteria;subclass  rubrobacteridae	97.5425330812854	0	892.15			0	2	0	1
OTU_4767	uncultured terrimonas sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__terrimonas;s__terrimonas spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.054820415879	0	931.825			0	3	0	2
OTU_4768	cp000909.1 chloroflexus aurantiacus str. j_10_fl  ;k__bacteria;p__chloroflexi;c__chloroflexia;o__chloroflexales;f__chloroflexaceae;g__chloroflexus;s__chloroflexus aurantiacus;superkingdom__bacteria;suborder__chloroflexineae	80.6772908366534	2.67534e-128	462.949			33	1	0	0
OTU_4769	uncultured mucilaginibacter sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__mucilaginibacter;s__mucilaginibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	95.5854126679463	0	836.246			0	3	0	0
OTU_4770	uncultured sporocytophaga sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__sporocytophaga;s__sporocytophaga spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	92.0668058455115	0	690.173			0	0	5	0
OTU_4771	uncultured kaistobacter sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__kaistobacter;s__kaistobacter spp.;superkingdom__bacteria	99.1525423728814	0	834.443			0	10	1	15
OTU_4772	uncultured flavobacterium sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	96.1315280464217	0	843.46			10	3	2	1
OTU_4773	flavobacterium subsaxonicum ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium subsaxonicum;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	96.6269841269841	0	825.426			7	0	1	0
OTU_4774	flavobacterium fluvii ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium fluvii;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	96.7117988394584	0	856.083			2	1	0	0
OTU_4775	dq856547.1 intestinal microflora chinese mitten crab (eriocheir sinensis) clone c3a  ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium succinicans;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	96.9052224371373	0	861.493			0	5	0	0
OTU_4776	am934676.1 flavobacterium sp. str. wb4.4_97  ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium succinicans;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.8188976377953	0	890.347			0	0	6	0
OTU_4777	flavobacterium hauense ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium hauense;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	96.7117988394584	0	856.083			4	0	0	0
