otu name	Taxonomy	Percent Homology	evalue	bitscore	homology extract gibbsfree_otu/gibbsfree_homolog	total length gibbsfree_otu/otu_lenth/gibbsfree_homolog/homolog_length	S1A	S1B	S2A	S2B	S3A	S3B	S4A	S4B	S5A	S5B	S6A	S6B 
OTU_381	streptococcus sp. m595 ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus sp.;superkingdom__bacteria	94.38596491	2.81E-112	409.749			0	0	1	1	1	2	0	0	0	0	2	0
OTU_382	escherichia coli o157:h7 str. ss17 ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__escherichia;s__escherichia coli;superkingdom__bacteria	99.63235294	1.21E-135	487.294			6	2	0	0	0	2	0	0	0	1	0	0
OTU_383	streptococcus sp. c7i1 ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus sp.;superkingdom__bacteria	94.92753623	6.28E-114	415.159			0	0	1	0	5	2	0	0	0	0	0	0
OTU_384	gq057717.1 topographical and temporal human skin microbiome skin antecubital fossa clone nbw1068c07c1  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus parasanguinis;superkingdom__bacteria	95.77464789	1.27E-116	424.176			3	6	0	1	3	1	0	1	0	2	0	0
OTU_385	uncultured streptococcus sp. ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus spp.;superkingdom__bacteria	97.44525547	2.52E-125	453.03			738	321	804	486	630	682	13	180	372	404	600	333
OTU_386	ef371928.1 streptococcus sinensis str. hdp 2005_0155  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus sinensis;superkingdom__bacteria	97.48201439	1.72E-127	459.342			16	22	20	64	4	7	1	8	1	3	4	4
OTU_387	streptococcus salivarius subsp. null ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus salivarius;superkingdom__bacteria	96.37681159	2.35E-119	433.193			0	1	0	0	2	0	0	6	0	0	0	0
OTU_388	uncultured anaerophaga sp. ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__marinilabiliaceae;g__anaerophaga;s__anaerophaga spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	84.24908425	3.49E-79	299.744			1	5	0	0	0	0	0	0	0	0	0	0
OTU_389	x87139.1 treponema lecithinolyticum periodontitis patient pfb4g  ;k__bacteria;p__spirochaetes;c__spirochaetia;o__spirochaetales;f__spirochaetaceae;g__treponema;s__treponema lecithinolyticum;superkingdom__bacteria	98.9010989	1.80E-133	480.081			0	3	0	2	0	0	1	0	0	3	0	0
OTU_390	uncultured gemella sp. ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillales;g__gemella;s__gemella spp.;superkingdom__bacteria	97.04797048	2.74E-118	429.586			0	4	5	4	0	6	0	0	0	5	5	0
OTU_391	uncultured streptococcus sp. ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus spp.;superkingdom__bacteria	96.69117647	3.66E-123	444.915			4	0	3	1	3	3	0	1	0	1	2	1
OTU_392	ef511924.1 loss during antibiotic treatment 1 intubated patients colonized pseudomonas aeruginosa endotracheal aspirate clone p1d1_570  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__neisseriales;f__neisseriaceae;g__neisseria;s__neisseria subflava;superkingdom__bacteria	96.15384615	5.33E-88	327.696			0	0	0	3	0	0	0	0	7	5	0	6
OTU_393	gq073132.1 topographical and temporal human skin microbiome skin palm clone nbw205e02c1  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pasteurellales;f__pasteurellaceae;g__haemophilus;s__haemophilus parahaemolyticus;superkingdom__bacteria	97.45454545	2.57E-125	452.129			1	0	0	0	0	0	0	0	1	6	2	0
OTU_394	marinobacterium sp. imcc1424 ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__alteromonadaceae;g__marinobacterium;s__marinobacterium sp.;superkingdom__bacteria	96.69117647	1.06E-123	447.62			2	0	0	1	0	1	0	0	4	0	0	0
OTU_395	gq103128.1 topographical and temporal human skin microbiome skin volar forearm clone nbw696e04c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__rothia;s__rothia mucilaginosa;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	97.13261649	1.09E-123	446.718			22	37	16	9	73	6	3	0	49	28	15	28
OTU_396	gq106400.1 topographical and temporal human skin microbiome skin volar forearm clone nbw534e03c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__rothia;s__rothia mucilaginosa;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	95.47038328	4.49E-116	421.471			0	0	0	0	1	0	0	0	2	5	1	0
OTU_397	chryseobacterium sp. ci27 ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__chryseobacterium;s__chryseobacterium sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.16176471	7.04E-126	454.834			0	0	0	0	0	0	226	1356	0	0	0	0
OTU_398	gq045721.1 topographical and temporal human skin microbiome skin volar forearm clone nbw989h03c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__rothia;s__rothia mucilaginosa;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	97.72727273	1.42E-75	286.219			7	0	0	0	0	0	0	0	0	2	0	2
OTU_399	eu834270.1 chryseobacterium soldanellicola str. ds52  ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__chryseobacterium;s__chryseobacterium soldanellicola;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	96.06741573	7.24E-73	277.202			0	0	0	0	0	0	1	9	0	0	0	0
OTU_400	aj576247.1 pseudomonas syringae lz4w  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas syringae;superkingdom__bacteria;species group  pseudomonas syringae group	98.15498155	1.70E-127	460.244			0	0	0	0	0	0	0	0	20	0	0	0
OTU_401	ay879298.1 granulicatella paradiacens str. 04401102  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__carnobacteriaceae;g__granulicatella;s__granulicatella paradiacens;superkingdom__bacteria	99.59677419	1.53E-121	440.407			0	0	0	0	10	0	0	0	0	0	1	0
OTU_402	am157441.1 streptococcus parasanguinis mother v4  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus parasanguinis;superkingdom__bacteria	97.47292419	2.09E-126	455.735			6	13	2	1	18	2	1	2	1	0	3	0
OTU_403	uncultured streptococcus sp. ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus spp.;superkingdom__bacteria	99.60159363	3.55E-123	445.817			11	3	8	3	9	7	0	2	2	4	7	3
OTU_404	gq113833.1 topographical and temporal human skin microbiome skin volar forearm clone nbw636e07c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__actinomycetaceae;g__actinomyces;s__actinomyces odontolyticus;superkingdom__bacteria;subclass  actinobacteridae;suborder__actinomycineae	95.65217391	2.18E-113	412.454			1	0	0	0	0	1	0	0	1	0	3	3
OTU_405	gq031190.1 topographical and temporal human skin microbiome skin retroauricular crease clone nbw870a11c1  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus anginosus;superkingdom__bacteria;species group  streptococcus anginosus group	97.12230216	3.12E-124	448.522			1	2	3	2	0	0	0	1	0	0	0	1
OTU_406	dq160208.1 peptostreptococcus stomatis str. w2278  ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__peptostreptococcaceae;g__peptostreptococcus;s__peptostreptococcus stomatis;superkingdom__bacteria	97.3880597	3.66E-123	445.817			0	0	0	2	0	0	0	0	2	1	2	10
OTU_407	fj999941.1 brevundimonas vesicularis str. eqh12  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__caulobacterales;f__caulobacteraceae;g__brevundimonas;s__brevundimonas vesicularis;superkingdom__bacteria	99.00990099	1.55E-94	349.336			0	0	0	0	0	0	12	0	0	0	0	0
OTU_408	gu045383.1 streptococcus oralis str. kcom 1416  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus oralis;superkingdom__bacteria	97.33333333	8.37E-65	250.151			1	0	1	0	0	0	0	0	0	0	0	0
OTU_409	gq045721.1 topographical and temporal human skin microbiome skin volar forearm clone nbw989h03c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__rothia;s__rothia mucilaginosa;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	98.49056604	1.04E-123	446.718			10	21	0	1	1	0	0	0	0	1	0	1
OTU_410	aceo02000016.1 neisseria subflava str. nj9703  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__neisseriales;f__neisseriaceae;g__neisseria;s__neisseria subflava;superkingdom__bacteria	97.04797048	3.44E-117	425.078			0	0	0	2	0	0	0	0	3	9	0	15
OTU_411	uncultured veillonella sp. ;k__bacteria;p__firmicutes;c__negativicutes;o__selenomonadales;f__veillonellaceae;g__veillonella;s__veillonella spp.;superkingdom__bacteria	95.75971731	4.42E-116	421.471			0	0	0	0	1	3	0	0	0	0	0	1
OTU_412	gq011011.1 topographical and temporal human skin microbiome skin antecubital fossa clone nbw789h11c1  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus pseudopneumoniae;superkingdom__bacteria	95.52238806	3.42E-117	425.078			11	0	6	1	21	46	0	0	0	8	9	3
OTU_413	uncultured streptococcus sp. ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus spp.;superkingdom__bacteria	97.33840304	1.18E-116	423.275			5	2	7	4	7	3	0	2	3	1	4	20
OTU_414	aj576247.1 pseudomonas syringae lz4w  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas syringae;superkingdom__bacteria;species group  pseudomonas syringae group	100	6.26E-73	277.202			0	0	0	0	0	0	0	0	7	0	0	0
OTU_415	uncultured acinetobacter sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__moraxellaceae;g__acinetobacter;s__acinetobacter spp.;superkingdom__bacteria	97.72727273	1.28E-122	444.013			0	0	0	0	0	0	8	0	0	0	0	0
OTU_416	uncultured acinetobacter sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__moraxellaceae;g__acinetobacter;s__acinetobacter spp.;superkingdom__bacteria	99.23664122	5.78E-127	457.539			0	0	0	0	0	0	42	0	0	0	0	0
OTU_417	am902721.2 anoxybacillus tunensis str. a06  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__anoxybacillus;s__anoxybacillus tunensis;superkingdom__bacteria	98.9010989	1.80E-133	480.081			0	1	1	0	2	2	0	0	0	0	0	1
OTU_418	ay879298.1 granulicatella paradiacens str. 04401102  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__carnobacteriaceae;g__granulicatella;s__granulicatella paradiacens;superkingdom__bacteria	99.43502825	3.65E-83	312.367			0	0	0	0	4	0	0	0	0	0	0	0
OTU_419	eubacterium sp. oral clone ei074 ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__eubacteriaceae;g__eubacterium;s__eubacterium sp.;superkingdom__bacteria	97.81021898	3.99E-129	464.752			1	0	0	1	0	0	0	0	1	0	1	2
OTU_420	fj596644.1 acinetobacter junii str. p1  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__moraxellaceae;g__acinetobacter;s__acinetobacter junii;superkingdom__bacteria	97.43589744	2.99E-124	448.522			0	0	0	0	0	0	14	0	0	0	0	0
OTU_421	gq009695.1 topographical and temporal human skin microbiome skin popliteal fossa clone nbw831g11c1  ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__prevotellaceae;g__prevotella;s__prevotella pallens;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.13432836	5.90E-127	458.44			1	0	0	0	0	0	0	0	0	2	3	9
OTU_422	actinomyces sp. oral taxon 169 ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__actinomycetaceae;g__actinomyces;s__actinomyces sp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__actinomycineae	97.06959707	5.90E-127	457.539			2	4	0	0	3	3	0	0	0	0	0	0
OTU_423	streptococcus sinensis ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus sinensis;superkingdom__bacteria	98.4962406	2.47E-125	453.03			168	319	78	114	182	72	9	62	30	37	24	32
OTU_424	uncultured streptococcus sp. ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus spp.;superkingdom__bacteria	97.42647059	8.61E-125	450.325			126	45	173	99	75	122	3	29	62	73	103	49
OTU_425	uncultured abiotrophia sp. ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__aerococcaceae;g__abiotrophia;s__abiotrophia spp.;superkingdom__bacteria	96.42857143	2.39E-119	432.291			1	0	14	10	0	0	0	0	2	1	1	4
OTU_426	ay281085.1 streptococcus sanguinis str. atcc 29667  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus sanguinis;superkingdom__bacteria	98.12734082	1.06E-123	446.718			3	7	3	0	11	2	0	0	0	0	1	2
OTU_427	treponema sp. canine oral taxon 087 ;k__bacteria;p__spirochaetes;c__spirochaetia;o__spirochaetales;f__spirochaetaceae;g__treponema;s__treponema sp.;superkingdom__bacteria	98.9010989	1.80E-133	479.179			0	0	1	6	0	0	0	0	0	0	0	0
OTU_428	pseudomonas sp. ata4 ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas sp.;superkingdom__bacteria	98.47908745	8.54E-125	450.325			0	0	0	0	0	0	0	0	3	1	0	0
OTU_429	uncultured streptococcus sp. ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus spp.;superkingdom__bacteria	95.45454545	3.02E-71	271.792			0	1	1	2	2	2	0	0	1	1	3	0
OTU_430	streptococcus sp. oral taxon 058 ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus sp.;superkingdom__bacteria	98.09160305	3.60E-123	444.915			20	4	27	15	12	16	0	0	10	8	11	6
OTU_431	ef077176.1 chryseobacterium moechotypicola str. rb_02  ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__chryseobacterium;s__chryseobacterium moechotypicola;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	93.40659341	2.20E-113	412.454			0	0	0	0	0	0	0	0	3	3	0	0
OTU_432	ay879298.1 granulicatella paradiacens str. 04401102  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__carnobacteriaceae;g__granulicatella;s__granulicatella paradiacens;superkingdom__bacteria	98.9010989	3.24E-130	468.359			8	8	12	2	24	2	2	0	2	1	2	8
OTU_433	streptococcus sp. hgb0004 ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus sp.;superkingdom__bacteria	98.47908745	1.24E-122	443.112			2	2	0	0	1	2	0	0	0	0	0	1
OTU_434	prevotella sp. oral taxon 303 ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__prevotellaceae;g__prevotella;s__prevotella sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.27007299	1.49E-134	482.786			1	0	2	4	0	0	0	0	0	0	0	0
OTU_435	af543291.1 streptococcus mitis str. chdc os41  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus mitis;superkingdom__bacteria	96.65427509	6.57E-120	434.095			2	0	1	3	2	3	0	0	1	1	2	4
OTU_436	ef510446.1 loss during antibiotic treatment 1 intubated patients colonized pseudomonas aeruginosa endotracheal aspirate clone p2d1_695  ;k__bacteria;p__firmicutes;c__negativicutes;o__selenomonadales;f__veillonellaceae;g__veillonella;s__veillonella parvula;superkingdom__bacteria	98.4375	7.56E-119	430.488			6	2	1	4	0	4	4	2	2	2	3	23
OTU_437	atopobium parvulum ;k__bacteria;p__actinobacteria;c__actinobacteria;o__coriobacteriales;f__coriobacteriaceae;g__atopobium;s__atopobium parvulum;superkingdom__bacteria;subclass  coriobacteridae;suborder__coriobacterineae	98.61751152	6.55E-100	367.37			0	0	0	0	17	5	0	0	0	0	0	1
OTU_438	uncultured turicibacter sp. ;k__bacteria;p__firmicutes;c__erysipelotrichia;o__erysipelotrichales;f__erysipelotrichaceae;g__turicibacter;s__turicibacter spp.;superkingdom__bacteria	90.44117647	5.51E-102	374.584			0	0	0	0	0	0	0	0	5	0	0	0
OTU_439	gq103442.1 topographical and temporal human skin microbiome skin toe web space clone nbw710c05c1  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus pseudopneumoniae;superkingdom__bacteria	96.20253165	2.97E-64	248.348			0	0	2	1	1	1	0	0	0	3	2	2
OTU_440	prevotella maculosa ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__prevotellaceae;g__prevotella;s__prevotella maculosa;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.63369963	3.48E-136	488.196			1	0	0	2	0	0	0	0	1	1	0	0
OTU_441	eu469738.1 flying fox feces clone ff_h07_1  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas fragi;superkingdom__bacteria;species group  pseudomonas chlororaphis group	97.81021898	9.63E-58	227.609			0	0	0	0	0	0	0	0	4	2	0	0
OTU_442	uncultured streptococcus sp. ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus spp.;superkingdom__bacteria	96.41577061	2.56E-125	453.03			12	8	33	17	18	21	2	4	9	7	13	10
OTU_443	gq057717.1 topographical and temporal human skin microbiome skin antecubital fossa clone nbw1068c07c1  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus parasanguinis;superkingdom__bacteria	97.83393502	1.72E-127	459.342			2	15	1	0	4	1	0	1	3	0	0	2
OTU_444	uncultured veillonella sp. ;k__bacteria;p__firmicutes;c__negativicutes;o__selenomonadales;f__veillonellaceae;g__veillonella;s__veillonella spp.;superkingdom__bacteria	97.12230216	2.56E-125	453.03			7	9	2	14	16	23	1	2	1	1	2	15
OTU_445	ay323525.1 prevotella melaninogenica str. atcc 25845  ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__prevotellaceae;g__prevotella;s__prevotella melaninogenica;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	93.38235294	7.65E-113	410.651			1	0	0	1	0	3	0	0	0	0	0	1
OTU_446	gq103128.1 topographical and temporal human skin microbiome skin volar forearm clone nbw696e04c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__rothia;s__rothia mucilaginosa;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	96.4028777	1.60E-121	440.407			0	1	0	0	1	1	0	0	3	3	1	5
OTU_447	neisseria sp. 5060b ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__neisseriales;f__neisseriaceae;g__neisseria;s__neisseria sp.;superkingdom__bacteria	96.47887324	2.02E-120	435.898			0	0	0	0	0	0	0	0	4	0	0	3
OTU_448	gq130114.1 genetic inventory 'jpl_saf' during msl mission spacecraft assembly clean room floor clone gi_10_o19  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus infantis;superkingdom__bacteria	96.62921348	2.85E-118	428.685			4	0	0	1	2	2	0	0	2	0	1	0
OTU_449	gq077257.1 topographical and temporal human skin microbiome skin umbilicus clone nbw1156g01c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__rothia;s__rothia mucilaginosa;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	96.04519774	2.92E-71	271.792			0	0	0	0	0	0	0	0	0	0	3	3
OTU_450	prevotella micans ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__prevotellaceae;g__prevotella;s__prevotella micans;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.63369963	3.48E-136	489.098			0	0	0	2	0	0	0	0	1	1	0	1
OTU_451	dialister sp. s4_23 ;k__bacteria;p__firmicutes;c__negativicutes;o__selenomonadales;f__veillonellaceae;g__dialister;s__dialister sp.;superkingdom__bacteria	98.52941176	9.31E-131	470.162			0	0	1	6	0	0	0	0	0	0	0	0
OTU_452	uncultured streptococcus sp. ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus spp.;superkingdom__bacteria	98.14126394	3.68E-123	445.817			3	2	22	7	10	11	1	6	4	7	7	5
OTU_453	uncultured chryseobacterium sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__chryseobacterium;s__chryseobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.9010989	2.66E-131	472.867			0	0	0	0	0	0	17	85	0	0	0	0
OTU_454	uncultured streptococcus sp. ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus spp.;superkingdom__bacteria	97.12230216	2.56E-125	453.03			3	3	2	3	2	3	0	1	5	2	4	4
OTU_455	eubacterium sp. oral taxon g75 ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__eubacteriaceae;g__eubacterium;s__eubacterium sp.;superkingdom__bacteria	98.53479853	3.25E-130	468.359			0	0	3	2	0	0	0	0	0	0	0	0
OTU_456	u26730.1 mycoplasma hyosynoviae str. s_16  ;k__bacteria;p__tenericutes;c__mollicutes;o__mycoplasmatales;f__mycoplasmataceae;g__mycoplasma;s__mycoplasma hyosynoviae;superkingdom__bacteria	98.89705882	7.61E-132	474.671			0	0	3	4	0	0	0	0	0	0	0	2
OTU_457	gq058168.1 topographical and temporal human skin microbiome skin volar forearm clone nbw1071e10c1  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus thermophilus;superkingdom__bacteria	97.59036145	5.79E-114	414.258			1	0	0	0	2	3	0	6	0	1	0	1
OTU_458	uncultured gemella sp. ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillales;g__gemella;s__gemella spp.;superkingdom__bacteria	97.56097561	6.73E-113	411.553			2	8	26	21	3	6	0	1	3	11	17	4
OTU_459	fj596644.1 acinetobacter junii str. p1  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__moraxellaceae;g__acinetobacter;s__acinetobacter junii;superkingdom__bacteria	98.18181818	6.30E-73	278.103			0	0	0	0	0	0	7	0	0	0	0	0
OTU_460	ay836508.1 prevotella loescheii str. nctc 11321  ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__prevotellaceae;g__prevotella;s__prevotella loescheii;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.26739927	4.24E-135	484.589			0	0	0	1	0	0	0	0	0	2	1	4
OTU_461	eu834270.1 chryseobacterium soldanellicola str. ds52  ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__chryseobacterium;s__chryseobacterium soldanellicola;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.84169884	7.07E-126	454.834			0	0	0	0	0	0	15	115	0	0	0	0
OTU_462	haemophilus sp. hgpr49 ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pasteurellales;f__pasteurellaceae;g__haemophilus;s__haemophilus sp.;superkingdom__bacteria	98.22222222	3.72E-103	378.19			0	0	0	0	1	1	0	0	0	1	1	6
OTU_463	uncultured actinomyces sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__actinomycetaceae;g__actinomyces;s__actinomyces spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__actinomycineae	95.94095941	1.72E-114	416.963			0	3	0	0	2	0	0	0	0	0	0	1
OTU_464	ay184239.1 enterococcus sulfureus str. a36202  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus sulfureus;superkingdom__bacteria	97.08029197	2.50E-125	453.03			3	2	1	2	11	0	1	0	1	2	0	2
OTU_465	granulicatella sp. oral clone ascb09 ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__carnobacteriaceae;g__granulicatella;s__granulicatella sp.;superkingdom__bacteria	98.10606061	1.04E-123	447.62			6	5	79	15	55	3	2	0	28	7	21	3
OTU_466	gq045721.1 topographical and temporal human skin microbiome skin volar forearm clone nbw989h03c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__rothia;s__rothia mucilaginosa;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	97.06959707	8.50E-125	450.325			146	585	3	0	88	7	0	0	23	18	15	19
OTU_467	gq103128.1 topographical and temporal human skin microbiome skin volar forearm clone nbw696e04c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__rothia;s__rothia mucilaginosa;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	97.71428571	2.16E-79	298.842			1	1	1	2	4	1	0	0	1	1	1	1
OTU_468	streptococcus sp. hxf0006 ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus sp.;superkingdom__bacteria	97.78597786	2.99E-124	449.423			4	15	3	3	9	6	2	6	1	2	0	0
OTU_469	streptococcus sp. oral taxon 058 ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus sp.;superkingdom__bacteria	96.78571429	1.33E-122	444.013			29	16	41	26	30	54	0	18	30	19	36	28
OTU_470	streptococcus sp. oral taxon 065 ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus sp.;superkingdom__bacteria	99.61089494	2.01E-126	456.637			8	41	26	35	73	11	0	9	1	6	1	2
